model_id,arm,cycle,from_index,from_state,to_index,to_state,probability
A,No HPE,30,6,Unresolved ulcer,9,Post-event,0.9571432874949474
A,No HPE,30,6,Unresolved ulcer,10,Dead,0.04285671250505263
A,No HPE,30,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
A,No HPE,30,7,Serious GI event,9,Post-event,0.6296718861097041
A,No HPE,30,7,Serious GI event,10,Dead,0.2241778958587776
A,No HPE,30,8,Unresolved serious GI event,9,Post-event,0.7758221041412224
A,No HPE,30,8,Unresolved serious GI event,10,Dead,0.2241778958587776
A,No HPE,30,9,Post-event,3,GI discomfort,0.05085721911620075
A,No HPE,30,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,30,9,Post-event,7,Serious GI event,0.00030081167198279054
A,No HPE,30,9,Post-event,9,Post-event,0.9397670433337328
A,No HPE,30,9,Post-event,10,Dead,0.008290443149251203
A,No HPE,30,10,Dead,10,Dead,1.0
A,No HPE,31,1,Well no HPE,1,Well no HPE,0.9397670433337328
A,No HPE,31,1,Well no HPE,3,GI discomfort,0.05085721911620075
A,No HPE,31,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,31,1,Well no HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,31,1,Well no HPE,10,Dead,0.008290443149251203
A,No HPE,31,2,Well with HPE,2,Well with HPE,0.9397670433337328
A,No HPE,31,2,Well with HPE,3,GI discomfort,0.05085721911620075
A,No HPE,31,2,Well with HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,31,2,Well with HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,31,2,Well with HPE,10,Dead,0.008290443149251203
A,No HPE,31,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
A,No HPE,31,3,GI discomfort,9,Post-event,0.8455593388192305
A,No HPE,31,3,GI discomfort,10,Dead,0.008290443149251203
A,No HPE,31,4,Unresolved GI discomfort,9,Post-event,0.9917095568507488
A,No HPE,31,4,Unresolved GI discomfort,10,Dead,0.008290443149251203
A,No HPE,31,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
A,No HPE,31,5,Symptomatic ulcer,9,Post-event,0.8109930694634291
A,No HPE,31,5,Symptomatic ulcer,10,Dead,0.04285671250505263
A,No HPE,31,6,Unresolved ulcer,9,Post-event,0.9571432874949474
A,No HPE,31,6,Unresolved ulcer,10,Dead,0.04285671250505263
A,No HPE,31,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
A,No HPE,31,7,Serious GI event,9,Post-event,0.6296718861097041
A,No HPE,31,7,Serious GI event,10,Dead,0.2241778958587776
A,No HPE,31,8,Unresolved serious GI event,9,Post-event,0.7758221041412224
A,No HPE,31,8,Unresolved serious GI event,10,Dead,0.2241778958587776
A,No HPE,31,9,Post-event,3,GI discomfort,0.05085721911620075
A,No HPE,31,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,31,9,Post-event,7,Serious GI event,0.00030081167198279054
A,No HPE,31,9,Post-event,9,Post-event,0.9397670433337328
A,No HPE,31,9,Post-event,10,Dead,0.008290443149251203
A,No HPE,31,10,Dead,10,Dead,1.0
A,No HPE,32,1,Well no HPE,1,Well no HPE,0.9397670433337328
A,No HPE,32,1,Well no HPE,3,GI discomfort,0.05085721911620075
A,No HPE,32,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,32,1,Well no HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,32,1,Well no HPE,10,Dead,0.008290443149251203
A,No HPE,32,2,Well with HPE,2,Well with HPE,0.9397670433337328
A,No HPE,32,2,Well with HPE,3,GI discomfort,0.05085721911620075
A,No HPE,32,2,Well with HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,32,2,Well with HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,32,2,Well with HPE,10,Dead,0.008290443149251203
A,No HPE,32,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
A,No HPE,32,3,GI discomfort,9,Post-event,0.8455593388192305
A,No HPE,32,3,GI discomfort,10,Dead,0.008290443149251203
A,No HPE,32,4,Unresolved GI discomfort,9,Post-event,0.9917095568507488
A,No HPE,32,4,Unresolved GI discomfort,10,Dead,0.008290443149251203
A,No HPE,32,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
A,No HPE,32,5,Symptomatic ulcer,9,Post-event,0.8109930694634291
A,No HPE,32,5,Symptomatic ulcer,10,Dead,0.04285671250505263
A,No HPE,32,6,Unresolved ulcer,9,Post-event,0.9571432874949474
A,No HPE,32,6,Unresolved ulcer,10,Dead,0.04285671250505263
A,No HPE,32,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
A,No HPE,32,7,Serious GI event,9,Post-event,0.6296718861097041
A,No HPE,32,7,Serious GI event,10,Dead,0.2241778958587776
A,No HPE,32,8,Unresolved serious GI event,9,Post-event,0.7758221041412224
A,No HPE,32,8,Unresolved serious GI event,10,Dead,0.2241778958587776
A,No HPE,32,9,Post-event,3,GI discomfort,0.05085721911620075
A,No HPE,32,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,32,9,Post-event,7,Serious GI event,0.00030081167198279054
A,No HPE,32,9,Post-event,9,Post-event,0.9397670433337328
A,No HPE,32,9,Post-event,10,Dead,0.008290443149251203
A,No HPE,32,10,Dead,10,Dead,1.0
A,No HPE,33,1,Well no HPE,1,Well no HPE,0.9397670433337328
A,No HPE,33,1,Well no HPE,3,GI discomfort,0.05085721911620075
A,No HPE,33,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,33,1,Well no HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,33,1,Well no HPE,10,Dead,0.008290443149251203
A,No HPE,33,2,Well with HPE,2,Well with HPE,0.9397670433337328
A,No HPE,33,2,Well with HPE,3,GI discomfort,0.05085721911620075
A,No HPE,33,2,Well with HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,33,2,Well with HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,33,2,Well with HPE,10,Dead,0.008290443149251203
A,No HPE,33,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
A,No HPE,33,3,GI discomfort,9,Post-event,0.8455593388192305
A,No HPE,33,3,GI discomfort,10,Dead,0.008290443149251203
A,No HPE,33,4,Unresolved GI discomfort,9,Post-event,0.9917095568507488
A,No HPE,33,4,Unresolved GI discomfort,10,Dead,0.008290443149251203
A,No HPE,33,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
A,No HPE,33,5,Symptomatic ulcer,9,Post-event,0.8109930694634291
A,No HPE,33,5,Symptomatic ulcer,10,Dead,0.04285671250505263
A,No HPE,33,6,Unresolved ulcer,9,Post-event,0.9571432874949474
A,No HPE,33,6,Unresolved ulcer,10,Dead,0.04285671250505263
A,No HPE,33,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
A,No HPE,33,7,Serious GI event,9,Post-event,0.6296718861097041
A,No HPE,33,7,Serious GI event,10,Dead,0.2241778958587776
A,No HPE,33,8,Unresolved serious GI event,9,Post-event,0.7758221041412224
A,No HPE,33,8,Unresolved serious GI event,10,Dead,0.2241778958587776
A,No HPE,33,9,Post-event,3,GI discomfort,0.05085721911620075
A,No HPE,33,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,33,9,Post-event,7,Serious GI event,0.00030081167198279054
A,No HPE,33,9,Post-event,9,Post-event,0.9397670433337328
A,No HPE,33,9,Post-event,10,Dead,0.008290443149251203
A,No HPE,33,10,Dead,10,Dead,1.0
A,No HPE,34,1,Well no HPE,1,Well no HPE,0.9397670433337328
A,No HPE,34,1,Well no HPE,3,GI discomfort,0.05085721911620075
A,No HPE,34,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,34,1,Well no HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,34,1,Well no HPE,10,Dead,0.008290443149251203
A,No HPE,34,2,Well with HPE,2,Well with HPE,0.9397670433337328
A,No HPE,34,2,Well with HPE,3,GI discomfort,0.05085721911620075
A,No HPE,34,2,Well with HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,34,2,Well with HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,34,2,Well with HPE,10,Dead,0.008290443149251203
A,No HPE,34,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
A,No HPE,34,3,GI discomfort,9,Post-event,0.8455593388192305
A,No HPE,34,3,GI discomfort,10,Dead,0.008290443149251203
A,No HPE,34,4,Unresolved GI discomfort,9,Post-event,0.9917095568507488
A,No HPE,34,4,Unresolved GI discomfort,10,Dead,0.008290443149251203
A,No HPE,34,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
A,No HPE,34,5,Symptomatic ulcer,9,Post-event,0.8109930694634291
A,No HPE,34,5,Symptomatic ulcer,10,Dead,0.04285671250505263
A,No HPE,34,6,Unresolved ulcer,9,Post-event,0.9571432874949474
A,No HPE,34,6,Unresolved ulcer,10,Dead,0.04285671250505263
A,No HPE,34,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
A,No HPE,34,7,Serious GI event,9,Post-event,0.6296718861097041
A,No HPE,34,7,Serious GI event,10,Dead,0.2241778958587776
A,No HPE,34,8,Unresolved serious GI event,9,Post-event,0.7758221041412224
A,No HPE,34,8,Unresolved serious GI event,10,Dead,0.2241778958587776
A,No HPE,34,9,Post-event,3,GI discomfort,0.05085721911620075
A,No HPE,34,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,34,9,Post-event,7,Serious GI event,0.00030081167198279054
A,No HPE,34,9,Post-event,9,Post-event,0.9397670433337328
A,No HPE,34,9,Post-event,10,Dead,0.008290443149251203
A,No HPE,34,10,Dead,10,Dead,1.0
A,No HPE,35,1,Well no HPE,1,Well no HPE,0.9397670433337328
A,No HPE,35,1,Well no HPE,3,GI discomfort,0.05085721911620075
A,No HPE,35,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,35,1,Well no HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,35,1,Well no HPE,10,Dead,0.008290443149251203
A,No HPE,35,2,Well with HPE,2,Well with HPE,0.9397670433337328
A,No HPE,35,2,Well with HPE,3,GI discomfort,0.05085721911620075
A,No HPE,35,2,Well with HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,35,2,Well with HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,35,2,Well with HPE,10,Dead,0.008290443149251203
A,No HPE,35,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
A,No HPE,35,3,GI discomfort,9,Post-event,0.8455593388192305
A,No HPE,35,3,GI discomfort,10,Dead,0.008290443149251203
A,No HPE,35,4,Unresolved GI discomfort,9,Post-event,0.9917095568507488
A,No HPE,35,4,Unresolved GI discomfort,10,Dead,0.008290443149251203
A,No HPE,35,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
A,No HPE,35,5,Symptomatic ulcer,9,Post-event,0.8109930694634291
A,No HPE,35,5,Symptomatic ulcer,10,Dead,0.04285671250505263
A,No HPE,35,6,Unresolved ulcer,9,Post-event,0.9571432874949474
A,No HPE,35,6,Unresolved ulcer,10,Dead,0.04285671250505263
A,No HPE,35,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
A,No HPE,35,7,Serious GI event,9,Post-event,0.6296718861097041
A,No HPE,35,7,Serious GI event,10,Dead,0.2241778958587776
A,No HPE,35,8,Unresolved serious GI event,9,Post-event,0.7758221041412224
A,No HPE,35,8,Unresolved serious GI event,10,Dead,0.2241778958587776
A,No HPE,35,9,Post-event,3,GI discomfort,0.05085721911620075
A,No HPE,35,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,35,9,Post-event,7,Serious GI event,0.00030081167198279054
A,No HPE,35,9,Post-event,9,Post-event,0.9397670433337328
A,No HPE,35,9,Post-event,10,Dead,0.008290443149251203
A,No HPE,35,10,Dead,10,Dead,1.0
A,No HPE,36,1,Well no HPE,1,Well no HPE,0.9397670433337328
A,No HPE,36,1,Well no HPE,3,GI discomfort,0.05085721911620075
A,No HPE,36,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,36,1,Well no HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,36,1,Well no HPE,10,Dead,0.008290443149251203
A,No HPE,36,2,Well with HPE,2,Well with HPE,0.9397670433337328
A,No HPE,36,2,Well with HPE,3,GI discomfort,0.05085721911620075
A,No HPE,36,2,Well with HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,36,2,Well with HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,36,2,Well with HPE,10,Dead,0.008290443149251203
A,No HPE,36,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
A,No HPE,36,3,GI discomfort,9,Post-event,0.8455593388192305
A,No HPE,36,3,GI discomfort,10,Dead,0.008290443149251203
A,No HPE,36,4,Unresolved GI discomfort,9,Post-event,0.9917095568507488
A,No HPE,36,4,Unresolved GI discomfort,10,Dead,0.008290443149251203
A,No HPE,36,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
A,No HPE,36,5,Symptomatic ulcer,9,Post-event,0.8109930694634291
A,No HPE,36,5,Symptomatic ulcer,10,Dead,0.04285671250505263
A,No HPE,36,6,Unresolved ulcer,9,Post-event,0.9571432874949474
A,No HPE,36,6,Unresolved ulcer,10,Dead,0.04285671250505263
A,No HPE,36,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
A,No HPE,36,7,Serious GI event,9,Post-event,0.6296718861097041
A,No HPE,36,7,Serious GI event,10,Dead,0.2241778958587776
A,No HPE,36,8,Unresolved serious GI event,9,Post-event,0.7758221041412224
A,No HPE,36,8,Unresolved serious GI event,10,Dead,0.2241778958587776
A,No HPE,36,9,Post-event,3,GI discomfort,0.05085721911620075
A,No HPE,36,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,36,9,Post-event,7,Serious GI event,0.00030081167198279054
A,No HPE,36,9,Post-event,9,Post-event,0.9397670433337328
A,No HPE,36,9,Post-event,10,Dead,0.008290443149251203
A,No HPE,36,10,Dead,10,Dead,1.0
A,No HPE,37,1,Well no HPE,1,Well no HPE,0.9397670433337328
A,No HPE,37,1,Well no HPE,3,GI discomfort,0.05085721911620075
A,No HPE,37,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,37,1,Well no HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,37,1,Well no HPE,10,Dead,0.008290443149251203
A,No HPE,37,2,Well with HPE,2,Well with HPE,0.9397670433337328
A,No HPE,37,2,Well with HPE,3,GI discomfort,0.05085721911620075
A,No HPE,37,2,Well with HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,37,2,Well with HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,37,2,Well with HPE,10,Dead,0.008290443149251203
A,No HPE,37,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
A,No HPE,37,3,GI discomfort,9,Post-event,0.8455593388192305
A,No HPE,37,3,GI discomfort,10,Dead,0.008290443149251203
A,No HPE,37,4,Unresolved GI discomfort,9,Post-event,0.9917095568507488
A,No HPE,37,4,Unresolved GI discomfort,10,Dead,0.008290443149251203
A,No HPE,37,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
A,No HPE,37,5,Symptomatic ulcer,9,Post-event,0.8109930694634291
A,No HPE,37,5,Symptomatic ulcer,10,Dead,0.04285671250505263
A,No HPE,37,6,Unresolved ulcer,9,Post-event,0.9571432874949474
A,No HPE,37,6,Unresolved ulcer,10,Dead,0.04285671250505263
A,No HPE,37,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
A,No HPE,37,7,Serious GI event,9,Post-event,0.6296718861097041
A,No HPE,37,7,Serious GI event,10,Dead,0.2241778958587776
A,No HPE,37,8,Unresolved serious GI event,9,Post-event,0.7758221041412224
A,No HPE,37,8,Unresolved serious GI event,10,Dead,0.2241778958587776
A,No HPE,37,9,Post-event,3,GI discomfort,0.05085721911620075
A,No HPE,37,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,37,9,Post-event,7,Serious GI event,0.00030081167198279054
A,No HPE,37,9,Post-event,9,Post-event,0.9397670433337328
A,No HPE,37,9,Post-event,10,Dead,0.008290443149251203
A,No HPE,37,10,Dead,10,Dead,1.0
A,No HPE,38,1,Well no HPE,1,Well no HPE,0.9397670433337328
A,No HPE,38,1,Well no HPE,3,GI discomfort,0.05085721911620075
A,No HPE,38,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,38,1,Well no HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,38,1,Well no HPE,10,Dead,0.008290443149251203
A,No HPE,38,2,Well with HPE,2,Well with HPE,0.9397670433337328
A,No HPE,38,2,Well with HPE,3,GI discomfort,0.05085721911620075
A,No HPE,38,2,Well with HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,38,2,Well with HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,38,2,Well with HPE,10,Dead,0.008290443149251203
A,No HPE,38,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
A,No HPE,38,3,GI discomfort,9,Post-event,0.8455593388192305
A,No HPE,38,3,GI discomfort,10,Dead,0.008290443149251203
A,No HPE,38,4,Unresolved GI discomfort,9,Post-event,0.9917095568507488
A,No HPE,38,4,Unresolved GI discomfort,10,Dead,0.008290443149251203
A,No HPE,38,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
A,No HPE,38,5,Symptomatic ulcer,9,Post-event,0.8109930694634291
A,No HPE,38,5,Symptomatic ulcer,10,Dead,0.04285671250505263
A,No HPE,38,6,Unresolved ulcer,9,Post-event,0.9571432874949474
A,No HPE,38,6,Unresolved ulcer,10,Dead,0.04285671250505263
A,No HPE,38,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
A,No HPE,38,7,Serious GI event,9,Post-event,0.6296718861097041
A,No HPE,38,7,Serious GI event,10,Dead,0.2241778958587776
A,No HPE,38,8,Unresolved serious GI event,9,Post-event,0.7758221041412224
A,No HPE,38,8,Unresolved serious GI event,10,Dead,0.2241778958587776
A,No HPE,38,9,Post-event,3,GI discomfort,0.05085721911620075
A,No HPE,38,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,38,9,Post-event,7,Serious GI event,0.00030081167198279054
A,No HPE,38,9,Post-event,9,Post-event,0.9397670433337328
A,No HPE,38,9,Post-event,10,Dead,0.008290443149251203
A,No HPE,38,10,Dead,10,Dead,1.0
A,No HPE,39,1,Well no HPE,1,Well no HPE,0.9397670433337328
A,No HPE,39,1,Well no HPE,3,GI discomfort,0.05085721911620075
A,No HPE,39,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,39,1,Well no HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,39,1,Well no HPE,10,Dead,0.008290443149251203
A,No HPE,39,2,Well with HPE,2,Well with HPE,0.9397670433337328
A,No HPE,39,2,Well with HPE,3,GI discomfort,0.05085721911620075
A,No HPE,39,2,Well with HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,39,2,Well with HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,39,2,Well with HPE,10,Dead,0.008290443149251203
A,No HPE,39,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
A,No HPE,39,3,GI discomfort,9,Post-event,0.8455593388192305
A,No HPE,39,3,GI discomfort,10,Dead,0.008290443149251203
A,No HPE,39,4,Unresolved GI discomfort,9,Post-event,0.9917095568507488
A,No HPE,39,4,Unresolved GI discomfort,10,Dead,0.008290443149251203
A,No HPE,39,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
A,No HPE,39,5,Symptomatic ulcer,9,Post-event,0.8109930694634291
A,No HPE,39,5,Symptomatic ulcer,10,Dead,0.04285671250505263
A,No HPE,39,6,Unresolved ulcer,9,Post-event,0.9571432874949474
A,No HPE,39,6,Unresolved ulcer,10,Dead,0.04285671250505263
A,No HPE,39,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
A,No HPE,39,7,Serious GI event,9,Post-event,0.6296718861097041
A,No HPE,39,7,Serious GI event,10,Dead,0.2241778958587776
A,No HPE,39,8,Unresolved serious GI event,9,Post-event,0.7758221041412224
A,No HPE,39,8,Unresolved serious GI event,10,Dead,0.2241778958587776
A,No HPE,39,9,Post-event,3,GI discomfort,0.05085721911620075
A,No HPE,39,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,39,9,Post-event,7,Serious GI event,0.00030081167198279054
A,No HPE,39,9,Post-event,9,Post-event,0.9397670433337328
A,No HPE,39,9,Post-event,10,Dead,0.008290443149251203
A,No HPE,39,10,Dead,10,Dead,1.0
A,No HPE,40,1,Well no HPE,1,Well no HPE,0.9397670433337328
A,No HPE,40,1,Well no HPE,3,GI discomfort,0.05085721911620075
A,No HPE,40,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,40,1,Well no HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,40,1,Well no HPE,10,Dead,0.008290443149251203
A,No HPE,40,2,Well with HPE,2,Well with HPE,0.9397670433337328
A,No HPE,40,2,Well with HPE,3,GI discomfort,0.05085721911620075
A,No HPE,40,2,Well with HPE,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,40,2,Well with HPE,7,Serious GI event,0.00030081167198279054
A,No HPE,40,2,Well with HPE,10,Dead,0.008290443149251203
A,No HPE,40,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
A,No HPE,40,3,GI discomfort,9,Post-event,0.8455593388192305
A,No HPE,40,3,GI discomfort,10,Dead,0.008290443149251203
A,No HPE,40,4,Unresolved GI discomfort,9,Post-event,0.9917095568507488
A,No HPE,40,4,Unresolved GI discomfort,10,Dead,0.008290443149251203
A,No HPE,40,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
A,No HPE,40,5,Symptomatic ulcer,9,Post-event,0.8109930694634291
A,No HPE,40,5,Symptomatic ulcer,10,Dead,0.04285671250505263
A,No HPE,40,6,Unresolved ulcer,9,Post-event,0.9571432874949474
A,No HPE,40,6,Unresolved ulcer,10,Dead,0.04285671250505263
A,No HPE,40,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
A,No HPE,40,7,Serious GI event,9,Post-event,0.6296718861097041
A,No HPE,40,7,Serious GI event,10,Dead,0.2241778958587776
A,No HPE,40,8,Unresolved serious GI event,9,Post-event,0.7758221041412224
A,No HPE,40,8,Unresolved serious GI event,10,Dead,0.2241778958587776
A,No HPE,40,9,Post-event,3,GI discomfort,0.05085721911620075
A,No HPE,40,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
A,No HPE,40,9,Post-event,7,Serious GI event,0.00030081167198279054
A,No HPE,40,9,Post-event,9,Post-event,0.9397670433337328
A,No HPE,40,9,Post-event,10,Dead,0.008290443149251203
A,No HPE,40,10,Dead,10,Dead,1.0
B,HPE,1,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,1,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,1,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,1,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,1,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,1,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,1,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,1,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
B,HPE,1,2,Well with HPE,7,Serious GI event,0.0008589820494159239
B,HPE,1,2,Well with HPE,10,Dead,0.0012117652188790018
B,HPE,1,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
B,HPE,1,3,GI discomfort,9,Post-event,0.8526380167496027
B,HPE,1,3,GI discomfort,10,Dead,0.0012117652188790018
B,HPE,1,4,Unresolved GI discomfort,9,Post-event,0.998788234781121
B,HPE,1,4,Unresolved GI discomfort,10,Dead,0.0012117652188790018
B,HPE,1,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
B,HPE,1,5,Symptomatic ulcer,9,Post-event,0.8474904926117613
B,HPE,1,5,Symptomatic ulcer,10,Dead,0.006359289356720366
B,HPE,1,6,Unresolved ulcer,9,Post-event,0.9936407106432796
B,HPE,1,6,Unresolved ulcer,10,Dead,0.006359289356720366
B,HPE,1,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
B,HPE,1,7,Serious GI event,9,Post-event,0.8210830200291418
B,HPE,1,7,Serious GI event,10,Dead,0.03276676193933992
B,HPE,1,8,Unresolved serious GI event,9,Post-event,0.9672332380606601
B,HPE,1,8,Unresolved serious GI event,10,Dead,0.03276676193933992
B,HPE,1,9,Post-event,3,GI discomfort,0.05085721911620075
B,HPE,1,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,1,9,Post-event,7,Serious GI event,0.00030081167198279054
B,HPE,1,9,Post-event,9,Post-event,0.946845721264105
B,HPE,1,9,Post-event,10,Dead,0.0012117652188790018
B,HPE,1,10,Dead,10,Dead,1.0
B,HPE,2,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,2,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,2,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,2,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,2,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,2,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,2,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,2,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
B,HPE,2,2,Well with HPE,7,Serious GI event,0.0008589820494159239
B,HPE,2,2,Well with HPE,10,Dead,0.0012117652188790018
B,HPE,2,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
B,HPE,2,3,GI discomfort,9,Post-event,0.8526380167496027
B,HPE,2,3,GI discomfort,10,Dead,0.0012117652188790018
B,HPE,2,4,Unresolved GI discomfort,9,Post-event,0.998788234781121
B,HPE,2,4,Unresolved GI discomfort,10,Dead,0.0012117652188790018
B,HPE,2,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
B,HPE,2,5,Symptomatic ulcer,9,Post-event,0.8474904926117613
B,HPE,2,5,Symptomatic ulcer,10,Dead,0.006359289356720366
B,HPE,2,6,Unresolved ulcer,9,Post-event,0.9936407106432796
B,HPE,2,6,Unresolved ulcer,10,Dead,0.006359289356720366
B,HPE,2,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
B,HPE,2,7,Serious GI event,9,Post-event,0.8210830200291418
B,HPE,2,7,Serious GI event,10,Dead,0.03276676193933992
B,HPE,2,8,Unresolved serious GI event,9,Post-event,0.9672332380606601
B,HPE,2,8,Unresolved serious GI event,10,Dead,0.03276676193933992
B,HPE,2,9,Post-event,3,GI discomfort,0.05085721911620075
B,HPE,2,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,2,9,Post-event,7,Serious GI event,0.00030081167198279054
B,HPE,2,9,Post-event,9,Post-event,0.946845721264105
B,HPE,2,9,Post-event,10,Dead,0.0012117652188790018
B,HPE,2,10,Dead,10,Dead,1.0
B,HPE,3,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,3,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,3,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
